energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1,n3_l0_m+0,n3_l1_m-1,n3_l1_m+0,n3_l1_m+1,n3_l2_m-2,n3_l2_m-1,n3_l2_m+0,n3_l2_m+1,n3_l2_m+2
1.000000000000000000e+00,1.586002829228096370e-06,1.183241176724986541e-07,1.445125985059766927e-06,2.897456667931191400e-09,7.776482452638049753e-09,2.652208048731731617e-09,1.281450551593756726e-09,2.388817034958938086e-10,4.080274237872262212e-09,1.944209760742115236e-10,8.809912589791865293e-12,2.066450582002299196e-11,3.372500739518073899e-09,2.071061920155309057e-11,8.866080364391407772e-12
1.010000000000000009e+00,1.550287733007568957e-06,1.271018340845348433e-07,1.355023696384741985e-06,5.187144309723882052e-09,5.378896227310682204e-08,5.489969525144851391e-09,4.387722539998940656e-10,3.835741533855511710e-10,1.204943144588194364e-09,1.884040095628759059e-10,1.216285788045330706e-11,2.423227599166838356e-11,1.402986217638752605e-09,2.692886847320799850e-11,1.412264879584533303e-11
1.020000000000000018e+00,1.514895042695647520e-06,1.384643080259574245e-07,1.218805794612670083e-06,7.930387424122760441e-09,1.364070844025591568e-07,7.993431753273107685e-09,1.737640236532524005e-10,2.985120124737123232e-11,2.639980994893735833e-10,3.002228643844931785e-11,4.726610030319622557e-12,6.818060877898519051e-12,4.768084175890365659e-09,1.235084734789436259e-11,4.421172089879815006e-12
1.030000000000000027e+00,1.470260932543134126e-06,1.520912081635858802e-07,1.047901437640401567e-06,1.088918304866997502e-08,2.472516176239193170e-07,1.142996515666594093e-08,8.925104821466454833e-11,1.459539086441069489e-11,1.719157323419199183e-10,1.456338002255601542e-11,1.416582508596204549e-12,2.525961037355962396e-12,3.991895382660901719e-10,2.683239267784012146e-12,1.380037368229117886e-12
1.040000000000000036e+00,1.428533634338582569e-06,1.675441718374266072e-07,8.560731529934457298e-07,1.381991852582542195e-08,3.761852968063340911e-07,1.460918299780176166e-08,5.487556778256400461e-11,1.753737769950383060e-11,8.843725156328911407e-11,9.402479120911147720e-12,6.934039522532825110e-13,1.688357592551551922e-12,1.268878587051655060e-10,1.699510449378608184e-12,6.893708837001814978e-13
1.050000000000000044e+00,1.388378335896765842e-06,1.842033328490309243e-07,6.580423049157489466e-07,1.649065732326943784e-08,5.120071730128316019e-07,1.743067567397907497e-08,3.553456350043841219e-11,1.176354471586005821e-11,5.476209600923890465e-11,5.063934526305644415e-12,5.989217081684665167e-13,1.004398103891678548e-12,9.359688561990037956e-11,1.361249961245956689e-12,5.065277607254247380e-13
1.060000000000000053e+00,1.352369845776800310e-06,2.013831063700072167e-07,4.681449685972841484e-07,1.869670250236082779e-08,6.436003581376954702e-07,2.030772798333748376e-08,6.038862159222427296e-11,2.154031558467525002e-11,5.188626830504548733e-11,1.007664716108237587e-11,4.352070254403507095e-13,6.444332578432618130e-13,9.066117391610247551e-11,8.693941540763428949e-13,4.801251183924529011e-13
1.070000000000000062e+00,1.327044594876492269e-06,2.185605039068576315e-07,2.997367563346830405e-07,2.029331522457979402e-08,7.608900142305217939e-07,2.200654260303408482e-08,5.114453604092300061e-09,1.301622165273672991e-10,8.948362931026563013e-11,1.733798679460602515e-10,3.873373192723883974e-13,6.680973367782021455e-13,4.744950507602250613e-11,1.059511150488022479e-12,4.188080575939352434e-13
1.080000000000000071e+00,1.301583755612484020e-06,2.353524736382017095e-07,1.639508599877711523e-07,2.120338851990189384e-08,8.553364698662911255e-07,2.323222446630776859e-08,1.727137619440167305e-09,2.446357317742878334e-10,1.353529090244498261e-10,3.224266118016067537e-10,1.701653017392124752e-11,1.128698155717959301e-11,2.347261074397874604e-11,1.081050533772430881e-11,1.619963415703757842e-11
1.090000000000000080e+00,1.286955285164126213e-06,2.513520313352040705e-07,6.731203357951639906e-08,2.151742781446953372e-08,9.211488230845030030e-07,2.332542510920004862e-08,2.210961312491909955e-09,3.109289677366108729e-11,1.844618090496886483e-11,1.563643456288736938e-11,3.375104408662842172e-12,2.382768169591235319e-12,1.221675418670833001e-11,2.312328248292397003e-12,3.120461486542831533e-12
1.100000000000000089e+00,1.308379058110442817e-06,2.675657408188157503e-07,1.699543835517048193e-08,2.281734710286429641e-08,9.688401468734774074e-07,2.244915426605426056e-08,8.186578321785820113e-09,6.862730976334762872e-10,5.117094274328575093e-10,3.044444890866664375e-10,2.439801127841289883e-12,2.064198134175423959e-12,1.338818561149745469e-11,1.982846524690335760e-12,2.350326723444032343e-12
1.109999999999999876e+00,1.439404734474844505e-06,2.903432829522225661e-07,4.456598709095279248e-08,3.180035866066691376e-08,1.050087147904055604e-06,2.114637598974702382e-08,2.112379093766282967e-10,3.510684473276562549e-11,7.501983775031476438e-10,7.650153778164248076e-11,1.381852227189577864e-12,1.536445312741618025e-12,3.801670901158281409e-10,2.243310830241820249e-12,3.208509319341068044e-12
1.120000000000000107e+00,1.837719538039431646e-06,3.336652072753707554e-07,2.072442286346410034e-07,6.247245662632426377e-08,1.213979555510048720e-06,1.897601078254474285e-08,4.292687193574603938e-12,4.407422204471113192e-11,5.894850509080248225e-11,2.952525516195120543e-11,7.462111548743498396e-13,1.132299338361907207e-12,1.239351152434801605e-09,2.723475405476129721e-12,1.285402677646394011e-12
1.129999999999999893e+00,2.480740362310352350e-06,4.116702394759458541e-07,4.841820272187514263e-07,1.288193381753119895e-07,1.439247910901725510e-06,1.670875752203353195e-08,7.051402194953164855e-11,1.079362241679899091e-11,2.100222373996586406e-11,5.497981929487195789e-12,1.107439660175150305e-13,6.414202423437939145e-14,3.678681263927590704e-12,1.016336679028142304e-13,3.259656256748680783e-13
1.140000000000000124e+00,3.677475789084065158e-06,5.248693706342363591e-07,7.147627843101157192e-07,2.311562818701715537e-07,2.191740388863487927e-06,1.412108952070260351e-08,1.293902397654188563e-10,1.545676687180235199e-10,9.428941675210059857e-11,6.140547508269344267e-11,1.947273737843050317e-12,5.754560124589936460e-13,3.817544163329806410e-10,6.710606571785477448e-13,1.272878291930238952e-12
1.149999999999999911e+00,8.353943776295637527e-06,6.649922808127845860e-07,1.045480378639660392e-06,3.610443499677198516e-07,6.123323856925644831e-06,1.137264056616969260e-08,1.954505977149701858e-09,1.936184188215981439e-08,3.941015425313669921e-08,1.267136745869542544e-08,5.060704868712803249e-10,1.163818957234741921e-10,7.338751417887151331e-08,7.215045992861783988e-11,2.502827911213982184e-10
1.160000000000000142e+00,2.405236928006968100e-05,8.508383597374582147e-07,2.754974213120644426e-06,5.369572322929252514e-07,1.887811332587696676e-05,8.787056590932394223e-09,3.939801101307842364e-09,9.348808121282973261e-08,1.699648383724238912e-07,5.417485700027018147e-08,3.493039880399930296e-09,6.099749497991876787e-10,6.932053637114777771e-07,8.623499569863439922e-10,2.960786265257504920e-09
1.169999999999999929e+00,5.747603633464463339e-05,1.144453446423864724e-06,7.938987131227840576e-06,8.201964269325019114e-07,4.502677574824866377e-05,6.067154517163281651e-09,2.124245556836364917e-08,4.151721867773235981e-08,6.691130803096708944e-08,3.399692912221750102e-08,6.893770422295025510e-09,1.610276573281439313e-09,2.348749235086609161e-06,5.092674425586598975e-09,1.354255938754181070e-08
1.179999999999999938e+00,1.012457681728718670e-04,1.578947039115269636e-06,1.704538030777023091e-05,1.242841616061577988e-06,8.012220642436283552e-05,3.813975564783883027e-09,7.331213418826397078e-07,9.647447645006958046e-08,7.456597047980052042e-08,6.191016306617272732e-08,8.232548590611564608e-09,1.521256416153391521e-09,2.736630572308587786e-07,1.379912823911403136e-09,1.710083056939487295e-09
1.189999999999999947e+00,1.463012281123965603e-04,2.046042327981572160e-06,2.662425518415814131e-05,1.695659261743981275e-06,1.084041217940942743e-04,2.019843323876671514e-09,5.660726913914472412e-06,9.353913028305579166e-07,3.950557549924724168e-07,4.629473457412601351e-07,3.028366838549153188e-08,2.061844516728120112e-08,1.590819097551427654e-08,5.858619531529761722e-09,2.339459556154406116e-09
1.199999999999999956e+00,1.488278516912531167e-04,2.307553254492264829e-06,3.105978568091322779e-05,1.939681610686156223e-06,1.132366182177858811e-04,9.166871936357619116e-10,2.274115185253033082e-07,2.491565126222001040e-08,1.126936085978174483e-08,1.461188979556657995e-08,1.465085810510216068e-09,8.022828961010725388e-10,2.402898949054698535e-09,2.561918300073055615e-10,1.613602534348381558e-10
1.209999999999999964e+00,1.274138641388512360e-04,2.184465270625217061e-06,2.754139103327540709e-05,1.794987327395062360e-06,9.173586516044980686e-05,8.071690228431343227e-10,2.447443306164753234e-06,6.090386620704959812e-07,3.520360754701141621e-07,6.668743588971386202e-07,4.314310471853180692e-09,2.264387757560508534e-09,1.584424076475421142e-08,2.284109611827553825e-08,3.569174036794368363e-08
1.219999999999999973e+00,9.226076982449732183e-05,1.725988164803672189e-06,1.867953945055370057e-05,1.316855461072293150e-06,5.723719913955096713e-05,3.121994839167318163e-09,1.713415986507499946e-06,3.880885569403961671e-08,1.801603321875831554e-06,7.495589224664889468e-07,8.518722875229282856e-08,8.467585204501942310e-09,8.781265746863997472e-06,8.675634352368333377e-09,1.110823319605014921e-07
1.229999999999999982e+00,4.837394349850570186e-05,1.203507170532071541e-06,9.729520557049830640e-06,7.511325668944941826e-07,2.696456060257687365e-05,1.393715235758313889e-09,3.937790840080125434e-08,2.906509550660469130e-07,5.101963811856182743e-07,5.107042816847883442e-07,5.548609258813575286e-08,1.438603100511221660e-08,8.244249725892350530e-06,1.418901222880830798e-08,4.458849816502009886e-08
1.239999999999999991e+00,1.446996046601801290e-05,8.172279326809764613e-07,4.044255067776385454e-06,3.244623496953453666e-07,9.267397732992619508e-06,2.565889792703226462e-09,2.131635677729827708e-10,6.512819754988356191e-11,1.178264042533498736e-10,2.685410013801884820e-10,5.214443625163558220e-11,1.324357821200002241e-11,1.321462684887146149e-08,4.203548123305318087e-11,6.478356445852866107e-11
1.250000000000000000e+00,4.635647646040977303e-06,6.441422084001115887e-07,1.632469205080139091e-06,1.030718465077124571e-07,2.250283717367644898e-06,4.198733981126974010e-09,5.041779960454064810e-12,4.401418107568900508e-11,2.171979268057930195e-11,5.683113607533051992e-11,5.771946042753773030e-12,2.135200757276216365e-12,1.335141531439120552e-09,4.675619154421826177e-12,6.603517056194561365e-12
1.260000000000000009e+00,2.064316957141664432e-06,6.238000604875600722e-07,9.358147493910221012e-07,2.574038300913722286e-08,4.726112335226677358e-07,6.211063735322723736e-09,2.287681625794271437e-12,1.330235780863089886e-12,1.362437765766410950e-12,2.703627934345539749e-12,5.984166350196242794e-13,1.755937160220035641e-13,1.300291227758697069e-10,2.371372745354421398e-13,7.427424453919356645e-13
1.270000000000000018e+00,1.687678483573984609e-06,6.747906652071351306e-07,7.420967387042616069e-07,1.006469482686651837e-08,2.524612310148649426e-07,8.255310521013707713e-09,1.988853012901144706e-12,1.505456958463408081e-12,3.890776742292248505e-13,1.151674313396334350e-12,1.228829570415927672e-14,1.606372536902905704e-14,4.701648629504667166e-12,5.435437517018108104e-14,2.388285786915787808e-14
1.280000000000000027e+00,1.683607672240514951e-06,7.521505349458178471e-07,6.108769248663612733e-07,1.004712220476910467e-08,3.001199279390489057e-07,1.040341065722494284e-08,2.107585998028260239e-13,6.379517211477095317e-13,2.849830358871738540e-13,7.193679231491365345e-13,3.468439807181662880e-14,2.526007113818652323e-14,7.763116692268682348e-12,4.177061952259500883e-14,3.373423176525091731e-14
1.290000000000000036e+00,1.726603925581724718e-06,8.412092260238529753e-07,4.786416205494638706e-07,1.176945299825326240e-08,3.826005368946844635e-07,1.238031845714854658e-08,1.680808930448869794e-13,7.835791217918580767e-14,7.823552561609516125e-14,9.833951035390611294e-14,1.382383889394639305e-14,1.125522240364926055e-14,2.293897743114165347e-12,1.077110671378316924e-14,1.789656926685334011e-14
1.300000000000000044e+00,1.808965933423661894e-06,9.584700464668559605e-07,3.523593187244582016e-07,1.324635116619588891e-08,4.701375431782869697e-07,1.475202961575575897e-08,1.771627687317123435e-13,9.994711094697630616e-14,5.513069542855578846e-14,9.767929454146678672e-14,3.886387590645600678e-15,7.216651678433965879e-15,1.906645280504424523e-13,8.449954959222115177e-15,4.134717240527028472e-15
1.310000000000000053e+00,1.884747699803173426e-06,1.066767140118694639e-06,2.383748881084858948e-07,1.439376826148069726e-08,5.498195036969461533e-07,1.539163405862659027e-08,5.753896230798853649e-14,5.311702202562401174e-14,5.345555578722433334e-14,6.492163630611136365e-14,4.890488659971371212e-15,6.986601830101499613e-15,5.128708309046111896e-13,7.424194479558863095e-15,4.353647505905769015e-15
1.320000000000000062e+00,1.992706839837781153e-06,1.202528366724278508e-06,1.424570279460513983e-07,1.514860138444712598e-08,6.163897259289453057e-07,1.618277154361863826e-08,5.083632316297291414e-14,1.420678706662832920e-14,3.894144479683468091e-14,1.714248639004233548e-14,3.218725388488169951e-15,4.810055286823870837e-15,2.093727131876979090e-13,4.361140559900685173e-15,3.420763638503459993e-15
1.330000000000000071e+00,2.128237771907590845e-06,1.360192597210836297e-06,6.947036542347565714e-08,1.546565927637362388e-08,6.664547536062095939e-07,1.665422049281262493e-08,4.945395455622039192e-14,1.848114372793779897e-14,3.535301157584910174e-14,2.209186413438387129e-14,1.857304674678731242e-15,3.464306196603602736e-15,4.005587707950504906e-14,3.410184519600571426e-15,1.730235906227662847e-15
1.339999999999999858e+00,2.296015905062906712e-06,1.544307652715564112e-06,2.261612046364675792e-08,1.533175867168126866e-08,6.971426744461551957e-07,1.661751142118418489e-08,2.917541603599870206e-14,1.210925721813792655e-14,3.572796937941732756e-14,1.553268007778220412e-14,1.537840697969710295e-15,2.551927210303892240e-15,8.688812484919266497e-14,2.465454718548570675e-15,1.356004762803075504e-15
1.350000000000000089e+00,2.503721920365775249e-06,1.762478743203803892e-06,3.472920617062532658e-09,1.476337805522705536e-08,7.070256034733409469e-07,1.598115594395138260e-08,2.442121133668063862e-14,6.920011948460370558e-15,3.176920023592492635e-14,8.067051914863150437e-15,9.185593479911568296e-16,1.470300378277331486e-15,4.323938705065270554e-14,1.336943204860624649e-15,9.297238393354702270e-16
1.359999999999999876e+00,2.764114651086816460e-06,2.026540728665596300e-06,1.194638689561458368e-08,1.380269112785515034e-08,6.959867129728375211e-07,1.583803870269607613e-08,2.446392297257811064e-14,8.233705452251587569e-15,3.141683969055983209e-14,1.020092009005483223e-14,4.459861158174322488e-16,8.385978965211835020e-16,1.587000859921336481e-14,8.298734317880324108e-16,4.223628578228467018e-16
1.370000000000000107e+00,3.086749901409855620e-06,2.348700538964723623e-06,4.634572781020137313e-08,1.251251494365155524e-08,6.651160045879679463e-07,1.407502172342084706e-08,1.909761305209534489e-14,6.912150694281654569e-15,3.136945309292902673e-14,7.900555777590289377e-15,2.413902914379964110e-16,3.158627705822913794e-16,2.700163863135469677e-14,3.277169403108900208e-16,2.135085910642303069e-16
1.379999999999999893e+00,3.471559821723584438e-06,2.723024883335248618e-06,1.035735145003928486e-07,1.097813492187917114e-08,6.166167570057734432e-07,1.736644510727375587e-08,1.553849817826858746e-14,5.088467571434185486e-15,3.478102535394785551e-14,6.879153887973538470e-15,3.155120655347367564e-16,1.983501856114995081e-16,2.363991443559190875e-14,1.846371451535350118e-16,2.274579907308944388e-16
1.390000000000000124e+00,4.028746438583456798e-06,3.270884592206614529e-06,1.792795500177865373e-07,9.267698849610215749e-09,5.535952994545910165e-07,1.571922993284128931e-08,1.397332992023448833e-14,6.747414085423211034e-15,2.889400398094911229e-14,7.360398316179534564e-15,1.136789795513809578e-16,1.998049406520275681e-16,1.054113773668582056e-14,2.007233483195418007e-16,9.152203317832597160e-17
1.399999999999999911e+00,4.790561125606599934e-06,4.012618366840596605e-06,2.683593403472692580e-07,7.500273064511717039e-09,4.799036298151645879e-07,2.217945654257814716e-08,1.013793323557408135e-14,4.952746782350361816e-15,2.576986362376948305e-14,5.619639328897635578e-15,2.317085412447325180e-16,4.520325862381825665e-16,1.123802601561124023e-14,4.048677991493555693e-16,1.896618621840888859e-16
1.410000000000000142e+00,6.787872335596504285e-06,5.607948251477697712e-06,3.651103038799836992e-07,5.772104299809512380e-09,3.998540435225461383e-07,4.091875772888354542e-07,9.936819177969034769e-15,4.228760644025196288e-15,2.520963723170295315e-14,4.940481147959858138e-15,4.780881175495937012e-16,9.467575907425433962e-16,8.091809479612230030e-15,8.594088752497150057e-16,4.358708788840448821e-16
1.419999999999999929e+00,7.679860493585351108e-06,6.591652754056720990e-06,4.635285641679665815e-07,4.169559704764806549e-09,3.179207748746107841e-07,3.025887907424039599e-07,7.941277750170262162e-15,3.794442246117420460e-15,2.169583376553960598e-14,4.910364404761419646e-15,8.108797897860167588e-16,1.584688332340093382e-15,7.168143122522446631e-15,1.434310496271550239e-15,6.989451372664888256e-16
1.430000000000000160e+00,6.327454735822065593e-05,3.907141880457151348e-05,5.637217436978064854e-07,1.891654503840407724e-08,2.687584899973009900e-07,2.335173172247275456e-05,7.112651563154862855e-15,3.271079351990702341e-15,2.314709935398035339e-14,4.220918854120418683e-15,1.211224474344555955e-15,2.362551143710364170e-15,7.946148401343249714e-15,2.127651293165230166e-15,1.043550103177021874e-15
1.439999999999999947e+00,5.450889257868029008e-04,2.266820106282599594e-04,6.535163666070613576e-07,1.823736635014849209e-08,2.047170046658488749e-07,3.175304443380088824e-04,6.606778201466569704e-15,2.644277147018357590e-15,4.154789290369627504e-14,1.515873223531947653e-14,1.682553443641298978e-15,3.236642037313726767e-15,7.664041730491313886e-15,2.911094619668476564e-15,1.458907797499570147e-15
1.450000000000000178e+00,3.891198679137245040e-04,6.999419217938715790e-05,7.241482305706664461e-07,2.062111516332141551e-08,1.212061978944249768e-07,3.182597000897865883e-04,5.141484145913475015e-15,2.090777893568642663e-15,5.243322859482634380e-14,2.124854074957832881e-14,2.135751550749376604e-15,4.087594022537897164e-15,8.259271695971413072e-15,3.676568444700245465e-15,1.849092037889219893e-15
1.459999999999999964e+00,9.505708836089440169e-04,7.465549239168514672e-05,1.342251819325784197e-06,2.272165972973997624e-07,1.753051451556664878e-07,8.741706175087360538e-04,5.448454714086960904e-15,1.556012333890563367e-15,8.274241546376749874e-14,3.368972650921986065e-14,2.588635330260321186e-15,4.975670909615019001e-15,8.992335979167867346e-15,4.476849989700791532e-15,2.273810940250388782e-15
1.469999999999999973e+00,1.845981036845384610e-03,3.068118076572436429e-04,2.498532671328642346e-06,6.746863221965158928e-07,3.571655392924378922e-07,1.535638844284355296e-03,4.394618246365674349e-15,1.066675780403991427e-15,2.775390873835914188e-13,6.222141777063747618e-14,2.991665167980982338e-15,5.751480553260052916e-15,9.155797020873276852e-15,5.189107389733602561e-15,2.658073669249009496e-15
1.479999999999999982e+00,6.530490296939693226e-03,1.346430413396845153e-04,9.992868097525373315e-07,1.238862686948769393e-08,8.248691699515000125e-09,6.394827330479893948e-03,4.137025613002284005e-15,7.575827472312245133e-16,7.106658170147100265e-13,2.479987994748201487e-13,3.353280153966728985e-15,6.436045796873170825e-15,9.431116193332061686e-15,5.802323644496037905e-15,3.212210806146648414e-15
1.489999999999999991e+00,4.881327222221974044e-02,9.652170399593009570e-03,8.538055398811098242e-06,1.213897002244688616e-06,9.619956692922099794e-07,3.915038787226494260e-02,4.344717523475324131e-15,4.011533445282344163e-16,1.141891654740728639e-12,1.113310893026817700e-12,3.631037867918237408e-15,6.911003181268706756e-15,9.537499472432388076e-15,6.226402547507376144e-15,5.186875848418645035e-15
1.500000000000000000e+00,4.980682916778374214e-02,6.084643591123478114e-03,2.680830980946139150e-06,9.935146774332948660e-08,2.567805304005510771e-06,4.371683758648574336e-02,3.021080701241731404e-15,2.098279093574507848e-16,1.205465027523710346e-12,1.180392928821323665e-12,3.802457487213829586e-15,7.198493985693344859e-15,9.667340427703632752e-15,6.494576283076444520e-15,5.579173998951510343e-15
1.510000000000000009e+00,8.859997292847452549e-03,7.130874304683528560e-04,8.581453068963036997e-07,2.553870512702216243e-07,4.263618644158204377e-07,8.145369966857898825e-03,3.261035450519034449e-15,9.901099188145219143e-17,8.685349155146184888e-13,3.948793615718214275e-13,3.884782761334312748e-15,7.300100779087733141e-15,1.031301096967649893e-14,6.583694013524251443e-15,3.765870501777066669e-15
1.520000000000000018e+00,3.700130868199269681e-03,8.899129863370031752e-05,6.530634686257545694e-07,4.612767234752827031e-09,9.029014332499028853e-08,3.610391602583070368e-03,2.446894677886676890e-15,1.098376807719966364e-16,4.370152007408555972e-13,1.322863993058697801e-13,3.856946505878955453e-15,7.208556104151919744e-15,1.038835434016795173e-14,6.492954681277616118e-15,3.507971962902724661e-15
1.530000000000000027e+00,1.445285197361391265e-03,3.483015986917208985e-05,5.742843243810809104e-07,5.436790525345091440e-09,1.423053943585240617e-07,1.409733010741954671e-03,2.473438165881956107e-15,2.659439558358361090e-16,1.553557759339620020e-13,5.296904587866662498e-14,3.720571837116272509e-15,6.991086242749822838e-15,9.648971367785515220e-15,6.299107134846071582e-15,3.275461828839889168e-15
1.540000000000000036e+00,4.824110297475330770e-04,1.835124362495182406e-05,4.881670624171583197e-07,6.754494010709791053e-09,2.012240229800707506e-07,4.633636404508798858e-04,2.389419846498548684e-15,4.419639799919889797e-16,4.084672862792016631e-14,2.093517947932845890e-14,3.494018542680664719e-15,6.578100873052698413e-15,8.645868593061930934e-15,5.930833771734706202e-15,3.031286021979338712e-15
1.550000000000000044e+00,1.179547353222268574e-04,1.194903447415808661e-05,3.985929153966607751e-07,8.024336890948750958e-09,2.634503031965883339e-07,1.053356332489151855e-04,1.701185108260888324e-15,7.185656943517901791e-16,1.106641726836536362e-14,4.799678170065653993e-15,3.192449225718775129e-15,5.975950233878049247e-15,8.073051977967446376e-15,5.388115163835170118e-15,2.753988207725351070e-15
1.560000000000000053e+00,2.234454007597730228e-05,8.734003456128014187e-06,3.100493650734252890e-07,9.171364859369879655e-09,3.255244173694498852e-07,1.296579143997716218e-05,2.078890120021015375e-15,1.058174123726133055e-15,5.457083716231401657e-15,1.551449457509474708e-15,2.829115215181701667e-15,5.300828406583646239e-15,7.074529298733910915e-15,4.782032873167561708e-15,2.437776647565054751e-15
1.570000000000000062e+00,7.734384463167862534e-06,6.564605107414086247e-06,2.268122696060672437e-07,1.014079966365022656e-08,3.841517394317669093e-07,5.486745187243427989e-07,1.496369004746641226e-15,1.403763033747655705e-15,5.023885633075694193e-15,1.403057032868091281e-15,2.418984591943625944e-15,4.515353917203309396e-15,5.906994919165938221e-15,4.074985829835404506e-15,2.084558662680936627e-15
1.580000000000000071e+00,5.786161026411002033e-06,5.035250268862400143e-06,1.527438943002155489e-07,1.088455591823962722e-08,4.363328960389083130e-07,1.509493796190284686e-07,1.845275944627199147e-15,1.938495639073334009e-15,6.119602023220894537e-15,5.998796301644399735e-15,1.995671334841020961e-15,3.685245878006050357e-15,5.041406885205897212e-15,3.326272635668562605e-15,1.721442494548119142e-15
1.589999999999999858e+00,4.613988002426840751e-06,3.990479993449006140e-06,9.112169195568917341e-08,1.136926599477131146e-08,4.794971777819092979e-07,4.151968190056622174e-08,9.275303254997305322e-15,5.494795539489179513e-15,7.987045436896934692e-15,1.560673191423278190e-13,1.571138251155594102e-15,2.884577928938397146e-15,4.086494999742501358e-15,2.606665449203671978e-15,1.371558044080613876e-15
1.600000000000000089e+00,3.815428222432273122e-06,3.233630782544480729e-06,4.449381514854083790e-08,1.157565661926184548e-08,5.116136164947695745e-07,1.411383690715659707e-08,1.338128071091377097e-14,1.193175521409500903e-14,1.074342753067338900e-14,4.677579069100726816e-13,1.163734583287156810e-15,2.120325327129505101e-15,3.194651658292914123e-15,2.169046014018283056e-15,2.255935482330360349e-15
1.609999999999999876e+00,3.242640626487258534e-06,2.668684782949999570e-06,1.458231302599608469e-08,1.149850609321398461e-08,5.312703920814248119e-07,1.660441929617141502e-08,3.350614541218485795e-15,6.244710480988021040e-15,1.033910222255470150e-14,1.779360652648055027e-13,7.940340388904551747e-16,1.463738064396667692e-15,3.508942625467662481e-15,2.721519621760202461e-15,6.681724922097481688e-15
1.620000000000000107e+00,2.806544333002317831e-06,2.243280678548153751e-06,2.231848899145593939e-09,1.114673470271846982e-08,5.377178449793440343e-07,1.216719291187651131e-08,8.246501860867869124e-16,3.394849847351495713e-15,1.045794917739341781e-14,8.846042487206327215e-15,4.533307402880366613e-16,9.653359562785093956e-16,2.319976282262827156e-15,1.789387889011758108e-15,3.909557351085974373e-15
1.629999999999999893e+00,2.475987174754198504e-06,1.915265348219229262e-06,7.402883748204146570e-09,1.054237388574396841e-08,5.308796588959960871e-07,1.189688866392869482e-08,8.058079503654093910e-16,3.472808964939142449e-15,1.121333878034408409e-14,3.454533371456592941e-15,1.914524046775016276e-16,5.863236963761340812e-16,6.305041158296174419e-16,6.053671382389832382e-16,3.809598557289849408e-16
1.640000000000000124e+00,2.217713776840297722e-06,1.656714429154377567e-06,2.920809274305894700e-08,9.718802258634263306e-09,5.113310911324701300e-07,1.074134173567355004e-08,7.529976602447476810e-16,3.153147248276309411e-15,1.141681162135102363e-14,3.148495008907228355e-15,7.849613421696069033e-17,2.710277927454857151e-16,6.587261781765287443e-16,2.667984123233001925e-16,6.958395373086951090e-17
1.649999999999999911e+00,2.016976036728456189e-06,1.452540598827523404e-06,6.598856847293185044e-08,8.718846320962526057e-09,4.802439329716232223e-07,9.484071358828111064e-09,6.603373212965729542e-16,2.410831040473386732e-15,1.130536731431426198e-14,2.425501357793759792e-15,6.213297525439284354e-17,2.574434688383519924e-16,1.333126312531425757e-15,2.607894470326157346e-16,6.105787418757402063e-17
1.660000000000000142e+00,1.859097202139936546e-06,1.288367399357697173e-06,1.154232770699425673e-07,7.592374514749908835e-09,4.393073928341556081e-07,8.406738131629118164e-09,1.037206657795847448e-15,2.155041909014708844e-15,1.143852908222949711e-14,2.169936560697556312e-15,3.457469484610622199e-17,8.812107074028336812e-16,1.613709337750953680e-15,8.627708670914768994e-16,3.878230121345814196e-17
1.669999999999999929e+00,1.731076019625713798e-06,1.152413149500602105e-06,1.746651394891085980e-07,6.393546320667921728e-09,3.906284188035824102e-07,6.975739430206824817e-09,9.669688370178756521e-16,3.636934397300867163e-15,1.163733051653430292e-14,3.619365574837370298e-15,5.319571257320057473e-17,1.781594441111790794e-15,2.573424249681663010e-15,1.760102663261253789e-15,5.262938817079946802e-17
1.680000000000000160e+00,1.629016047863808506e-06,1.041056349745605222e-06,2.404967891547674928e-07,5.178185756299015698e-09,3.366141117042096711e-07,5.670575170217824641e-09,1.427109570709960329e-15,6.753888318693846799e-15,1.123029692061547090e-14,6.783197441821775580e-15,4.180690998332671199e-16,1.925929613945493527e-15,5.460031822995691561e-15,1.955229428174633576e-15,3.789574452933183198e-16
1.689999999999999947e+00,1.545714441433544343e-06,9.479855234213606353e-07,3.094960155816631453e-07,4.001167702108314056e-09,2.798469934673356640e-07,4.384639998935834074e-09,1.308183997983029037e-14,9.624019754599145641e-15,1.018626547506100713e-14,5.389104397916675091e-14,1.230277949443529747e-15,1.040342225788147236e-15,9.972900264261263270e-15,1.105287674202022115e-15,1.130163427887450593e-15
1.700000000000000178e+00,1.475962197948662414e-06,8.686986412153587457e-07,3.782037377775678698e-07,2.913763413878710037e-09,2.229580475410796858e-07,3.187399928859629238e-09,5.387955837155250559e-14,1.214333185837112895e-14,9.717747241222491721e-15,5.133492236039089430e-13,1.981330373233033341e-15,5.698271030356530824e-16,1.304301345382439518e-14,6.266972100191639130e-16,2.761188371405359356e-15
1.709999999999999964e+00,1.416356957430151214e-06,8.004601730527469134e-07,4.432874589559974208e-07,1.961468790046563276e-09,1.685009186229818816e-07,2.146244668054199619e-09,2.994653883342695169e-14,9.352888105770487503e-15,8.971356790694433158e-15,6.219755837997105423e-13,2.055518049847560003e-15,1.884306395051846210e-15,1.117060857114223643e-14,2.017729834925256003e-15,5.965793565328474191e-15
