energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1
2.500000000000000000e-01,4.363959284470250905e-11,2.144642881908492520e-11,3.255054957278156587e-18,5.738941915559275079e-19,2.885030025450836566e-19,2.219315990816542765e-11
2.510000000000000009e-01,4.386472159095249499e-11,2.137474384947305006e-11,4.017260868387812871e-17,1.045959204554660407e-17,5.236406971124972007e-18,2.248992187287174732e-11
2.520000000000000018e-01,4.443078343873401998e-11,2.165812537283591506e-11,9.291614998592512367e-17,2.723826498214494487e-17,1.362320631355688579e-17,2.277252428827682078e-11
2.530000000000000027e-01,4.532427920670144246e-11,2.227170610124901081e-11,1.251154168193823841e-16,3.997850280705787954e-17,1.998500881880432290e-17,2.305238802652398512e-11
2.540000000000000036e-01,4.631678366035112267e-11,2.296780101478592747e-11,1.177526640431701261e-16,4.074151043142839554e-17,2.035728021684194623e-17,2.334880379411050292e-11
2.550000000000000044e-01,4.711197546257319131e-11,2.343901953682816956e-11,7.866568835245786489e-17,2.976255393290839379e-17,1.486326136480016744e-17,2.367283263424137178e-11
2.560000000000000053e-01,4.754321965724468090e-11,2.352538867834099848e-11,3.402995205199824140e-17,1.489514288534289694e-17,7.432338724432203854e-18,2.401777462147002168e-11
2.570000000000000062e-01,4.769105824371143124e-11,2.332649636353224217e-11,9.446883795342214916e-18,5.834163474920138356e-18,2.908956084752377984e-18,2.436454369017583720e-11
2.580000000000000071e-01,4.783864860388564370e-11,2.314085474971280456e-11,1.382333002916551910e-17,7.268428493452673007e-18,3.630215073598841733e-18,2.469776913219924366e-11
2.590000000000000080e-01,4.828880572920629425e-11,2.326958138429947694e-11,3.587910510140576853e-17,1.583461908278925916e-17,7.908401706444856021e-18,2.501916472278092614e-11
2.600000000000000089e-01,4.916054433255041874e-11,2.381376586367776812e-11,5.413369212127686976e-17,2.302089258685123943e-17,1.148873628258826229e-17,2.534668982555166122e-11
2.610000000000000098e-01,5.030192653115707035e-11,2.460198317973963784e-11,5.276600669379934320e-17,2.189353449458813760e-17,1.091355698908185041e-17,2.569985777831925470e-11
2.620000000000000107e-01,5.138323309432354083e-11,2.529982424221422020e-11,3.275767511828286500e-17,1.272195723645768363e-17,6.328379764817768757e-18,2.608335704409719670e-11
2.630000000000000115e-01,5.211485483194658057e-11,2.563197179685237149e-11,1.134285521849586198e-17,3.284046935916307920e-18,1.624915037993194330e-18,2.648286678327701799e-11
2.640000000000000124e-01,5.244688215812201737e-11,2.556997491672510443e-11,1.030961929880231412e-17,3.405018795115207543e-18,1.705682041795581812e-18,2.687689182107677610e-11
2.650000000000000133e-01,5.261340190207844865e-11,2.535840568243738598e-11,4.060162875443446981e-17,1.747832921993203237e-17,8.749962404132243542e-18,2.725492938972068643e-11
2.660000000000000142e-01,5.298452608191097483e-11,2.535764603034479928e-11,9.308149598472790945e-17,4.034336595065998464e-17,2.016582908161235134e-17,2.762672646087515811e-11
2.670000000000000151e-01,5.381923333892778016e-11,2.580435641070891130e-11,1.418765153119953866e-16,5.973070738895945295e-17,2.982375997797291835e-17,2.801464549723618784e-11
2.680000000000000160e-01,5.508426571697472426e-11,2.664872269213598333e-11,1.592167764816572290e-16,6.397228421331985386e-17,3.191079283180400822e-17,2.843528792498521789e-11
2.690000000000000169e-01,5.646611133359566992e-11,2.758022788079052913e-11,1.332626360587963756e-16,4.992522641945857741e-17,2.487848244591686330e-17,2.888567538646021774e-11
2.700000000000000178e-01,5.757569970922136964e-11,2.822992293762191242e-11,7.763306508444552033e-17,2.569557227047468826e-17,1.278733284893277362e-17,2.934566065562925645e-11
2.710000000000000187e-01,5.821276756043664276e-11,2.841799218942328884e-11,2.548417580482823902e-17,6.079226205775547717e-18,3.019973299953423973e-18,2.979474078763804867e-11
2.720000000000000195e-01,5.851040028631192038e-11,2.828104102450080358e-11,1.028688031746895859e-17,3.448501396087553624e-18,1.734026079234729484e-18,3.022934379240332622e-11
2.730000000000000204e-01,5.885581616940569042e-11,2.818959471397889709e-11,4.448750763478907773e-17,1.988704861084098843e-17,9.949916147157628857e-18,3.066614713095440199e-11
2.740000000000000213e-01,5.963373566246136750e-11,2.850498450335110591e-11,1.099014869200878376e-16,4.566795304168604240e-17,2.280593456043352368e-17,3.112857278373574549e-11
2.750000000000000222e-01,6.096260361258318055e-11,2.933470425826417109e-11,1.673196145163526287e-16,6.514442384326525159e-17,3.250278107379375701e-17,3.162763438749957824e-11
2.760000000000000231e-01,6.260479826323853272e-11,3.045147250116557092e-11,1.806281821436815086e-16,6.640140488954283093e-17,3.311187578742960193e-17,3.215304562061013603e-11
2.770000000000000240e-01,6.411824803374408730e-11,3.143606937101736466e-11,1.405023323770592715e-16,4.862869759046700118e-17,2.424078114417606138e-17,3.268196529091560287e-11
2.780000000000000249e-01,6.515296176146429162e-11,3.195476715306589721e-11,7.176951609056218255e-17,2.261057480688889377e-17,1.126921713338096343e-17,3.319808895909036855e-11
2.790000000000000258e-01,6.569340208070751548e-11,3.198813183320690554e-11,1.845590864515888705e-17,4.036160595762842225e-18,2.014284476111531104e-18,3.370524574114689549e-11
2.800000000000000266e-01,6.607895632390654204e-11,3.185462192836482546e-11,1.535760572754199335e-17,3.798589244407387757e-18,1.900859503578059446e-18,3.422431333848723836e-11
2.810000000000000275e-01,6.678221862964013889e-11,3.200596245021512681e-11,6.471566135802308634e-17,2.130428899142840913e-17,1.063173484515357470e-17,3.477615952773981651e-11
2.820000000000000284e-01,6.809013681616318255e-11,3.272510903848902442e-11,1.340262139416320356e-16,4.493781200637128914e-17,2.241876484304469349e-17,3.536482639488336003e-11
2.830000000000000293e-01,6.990328787446465046e-11,3.392824631567558802e-11,1.772133693917830493e-16,5.939381309544127683e-17,2.963274526763738691e-17,3.597477531886130773e-11
2.840000000000000302e-01,7.179326012047054542e-11,3.520880799118761575e-11,1.654201118114008145e-16,5.531928201142459863e-17,2.760680231066401778e-17,3.658420378308680738e-11
2.849999999999999756e-01,7.328551132135222313e-11,3.610216084694085528e-11,1.066358804941477298e-16,3.523342438058452612e-17,1.759060798312748105e-17,3.718319101449851298e-11
2.859999999999999765e-01,7.418080447174399343e-11,3.639903193279803293e-11,4.054782864010293399e-17,1.195641168859262567e-17,5.974377292002659599e-18,3.778171406032835493e-11
2.869999999999999774e-01,7.469780593143323932e-11,3.629653378905416695e-11,1.179525350160139949e-17,4.467502811486412526e-19,2.236678848172299042e-19,3.840125967670739985e-11
2.879999999999999782e-01,7.533586122544367209e-11,3.627843982955849194e-11,3.971580628486162289e-17,8.157685276037311758e-18,4.067044363439569793e-18,3.905736945534925797e-11
2.889999999999999791e-01,7.654426056575118004e-11,3.679647262575650849e-11,1.052552889808732402e-16,3.009757005248099164e-17,1.502243278428960810e-17,3.974763756470285090e-11
2.899999999999999800e-01,7.841711604370637685e-11,3.796216232426415580e-11,1.640165807860821183e-16,5.191100144162313961e-17,2.592518350606453087e-17,4.045471186667648223e-11
2.909999999999999809e-01,8.062060510929129868e-11,3.945910813138267424e-11,1.764821417036673188e-16,5.917012055106330763e-17,2.956364649338810841e-17,4.116123176199986885e-11
2.919999999999999818e-01,8.260735110653670313e-11,4.074310733804170044e-11,1.346992724099795397e-16,4.692146686431908920e-17,2.345283164849940898e-17,4.186403869492407712e-11
